driveName,type,diskCapacity,diskMark,rank,price,driveValue,priceperGB,testDate,id
Patriot Blaze SSD,SSD,111.8,1170,6033,4557.6,20.54,0.51,2014,1156
WDC WD60PURX,HDD,5500.0,1168,6035,29355.2,3.18,0.07,2015,1157
Seagate ST3000NM0033,HDD,2700.0,1167,6037,3599.2,25.94,0.02,2015,1158
Transcend TS64GSSD340,SSD,59.6,1167,6039,5398.4,17.29,1.13,2014,1159
SEAGATE ST600MM0006,HDD,558.9,1165,6041,14239.2,6.55,0.32,2014,1160
OCZ-PETROL,SSD,119.2,1162,6046,3498.4,26.57,0.37,2012,1161
Crucial CT256M225,SSD,238.5,1162,6047,14221.6,6.54,0.75,2009,1162
Seagate ST3000DM008,HDD,2700.0,1161,6049,25714.4,3.61,0.12,2016,1163
WDC WD4004FZWX,HDD,3600.0,1160,6053,25918.4,3.58,0.09,2017,1164
Seagate ST1000VX000,HDD,931.5,1155,6057,9463.2,9.77,0.13,2012,1165
SEAGATE ST2000NM0033,HDD,1800.0,1155,6058,3120.0,29.62,0.02,2016,1166
Seagate ST2000VX000,HDD,1800.0,1155,6059,7191.2,12.85,0.05,2013,1167
Patriot Torqx 2 128GB SSD,SSD,119.2,1153,6064,15996.0,5.77,1.68,2012,1168
WDC WD2004FBYZ,HDD,1800.0,1139,6074,11612.0,7.85,0.08,2016,1169
CORSAIR CMFSSD-128GB,SSD,119.2,1138,6078,11484.0,7.93,1.2,2013,1170
TOSHIBA DT01ACA300,HDD,2700.0,1133,6080,9400.0,9.65,0.04,2013,1171
KINGSTON SVP100S2128G,SSD,59.5,1133,6081,8239.2,11.0,1.73,2011,1172
Seagate ST2000DM001,HDD,1800.0,1132,6083,10399.2,8.71,0.07,2011,1173
WDC WD1002F9YZ,HDD,931.5,1128,6086,13260.0,6.81,0.18,2014,1174
Seagate ST3000DM001,HDD,2700.0,1126,6088,6794.4,13.26,0.03,2011,1175
WDC WD4000F9YZ,HDD,3600.0,1125,6089,17580.0,5.12,0.06,2014,1176
HGST HUS724020ALA640,HDD,1800.0,1123,6091,6420.0,13.99,0.04,2014,1177
TOSHIBA DT01ACA100,HDD,931.5,1120,6097,2792.0,32.1,0.04,2012,1178
SAMSUNG SSD 128GB MMCRE28G5MXP,SSD,119.2,1118,6101,7920.0,11.3,0.83,2009,1179
Seagate ST1500DM003-9YN16G,HDD,1400.0,1117,6103,7999.2,11.17,0.07,2012,1180
TOSHIBA DT01ACA200,HDD,1800.0,1115,6104,3199.2,27.89,0.02,2012,1181
Seagate ST3000DM001,HDD,2000.0,1114,6105,5680.0,15.69,0.04,2012,1182
WDC WD2500HHTZ,HDD,232.9,1111,6109,3199.2,27.79,0.17,2012,1183
OCZ VERTEX PLUS,SSD,111.8,1111,6111,32928.0,2.7,3.68,2012,1184
WDC WD5001FZWX,HDD,4500.0,1109,6113,23600.0,3.76,0.07,2015,1185
Hitachi HDS723030BLE640,HDD,2700.0,1109,6114,15360.0,5.78,0.07,2013,1186
HITACHI HUS156045VLS600,HDD,419.2,1109,6116,8420.0,10.53,0.25,2013,1187
WDC WD4003FZEX,HDD,3600.0,1107,6117,29296.8,3.02,0.1,2014,1188
WDC WD5000AZLX,HDD,465.8,1104,6120,2079.2,42.47,0.06,2013,1189
WDC WD40EZRZ,HDD,3600.0,1103,6121,7999.2,11.04,0.03,2015,1190
WDC WD3003FZEX,HDD,2700.0,1101,6125,15199.2,5.8,0.07,2014,1191
WDC WD10EZEX,HDD,931.5,1100,6126,2680.0,32.85,0.04,2012,1192
TOSHIBA MG03ACA100,HDD,931.5,1098,6128,3199.2,27.46,0.04,2014,1193
HITACHI HUS156030VLS600,HDD,279.4,1097,6129,3999.2,21.94,0.18,2012,1194
Transcend TS32GMSA370,SSD,29.8,1095,6132,3199.2,27.38,1.34,2015,1195
Seagate ST1000DM003,HDD,931.5,1095,6133,2480.0,35.32,0.03,2017,1196
Seagate ST500DM009,HDD,465.8,1094,6134,3072.0,28.49,0.08,2016,1197
TOSHIBA THNSFC128GBSJ,HDD,80.0,1094,6135,9599.2,9.12,1.5,2010,1198
Seagate ST2000DM008,HDD,1800.0,1093,6136,3839.2,22.79,0.03,2018,1199
Seagate ST1000NM0033,HDD,931.5,1090,6139,3119.2,27.95,0.04,2017,1200
WDC WD4000FYYZ,HDD,3600.0,1089,6140,19332.0,4.51,0.07,2014,1201
WDC WD40EFRX,HDD,3600.0,1083,6146,11200.0,7.73,0.04,2013,1202
Intel SSD 313 24GB,SSD,22.4,1078,6150,11920.0,7.23,6.65,2013,1203
Hitachi HUS724020ALA640,HDD,1800.0,1073,6156,6954.4,12.34,0.05,2015,1204
KINGSTON SV100S264G,SSD,59.6,1068,6159,9599.2,8.9,2.01,2010,1205
Seagate ST4000DM005,HDD,3600.0,1068,6161,26079.2,3.28,0.09,2016,1206
Seagate ST4000DM000,HDD,3600.0,1068,6162,5600.0,15.26,0.02,2013,1207
WDC WD5003AZEX,HDD,465.8,1068,6163,3039.2,28.11,0.08,2012,1208
TOSHIBA DT01ACA050,HDD,465.8,1063,6167,2399.2,35.45,0.06,2012,1209
Seagate ST1500DM003,HDD,1400.0,1056,6172,5359.2,15.76,0.05,2012,1210
WDC WD2001FFSX,HDD,1800.0,1056,6173,24004.0,3.52,0.17,2015,1211
Seagate ST1000DM010,HDD,931.5,1055,6174,3200.0,26.37,0.04,2016,1212
WDC WD60EFRX,HDD,5500.0,1052,6178,31933.6,2.64,0.07,2015,1213
WDC WD3001FAEX,HDD,2700.0,1048,6181,19110.4,4.39,0.09,2013,1214
Seagate ST1000VX005,HDD,931.5,1043,6185,3999.2,20.86,0.05,2017,1215
Intel SSD 320 40GB 9.5mm,SSD,37.3,1043,6186,8936.0,9.34,2.99,2011,1216
WDC WD1003FZEX,HDD,931.5,1035,6190,5399.2,15.33,0.07,2013,1217
Seagate ST32000645NS,HDD,1800.0,1033,6193,18476.8,4.47,0.13,2013,1218
WDC WD4001FAEX,HDD,3600.0,1027,6200,22311.2,3.68,0.08,2013,1219
Corsair CSSD-V64GB2,SSD,59.5,1025,6202,11196.0,7.32,2.35,2010,1220
HGST HUS724040ALE640,HDD,3600.0,1024,6203,25119.2,3.26,0.09,2015,1221
Seagate ST3750525AS,HDD,195.2,1024,6204,1919.2,42.68,0.12,2011,1222
KINGSTON SV100S2128G,SSD,119.2,1020,6209,18996.0,4.3,1.99,2010,1223
WDC WD2500AVVS,HDD,232.9,1018,6212,4140.8,19.67,0.22,2012,1224
SEAGATE ST3450856SS,HDD,419.2,1012,6214,4007.2,20.2,0.12,2012,1225
CSSD-V60GB2,SSD,55.9,1009,6217,9878.4,8.17,2.21,2011,1226
TOSHIBA MG03ACA200,HDD,1800.0,1005,6219,3999.2,20.1,0.03,2015,1227
WDC WD2000FYYZ,HDD,1800.0,1003,6222,4399.2,18.24,0.03,2013,1228
Seagate ST2000VM003,HDD,1800.0,1002,6226,3840.0,20.88,0.03,2013,1229
Hitachi HDS723020BLE640,HDD,1800.0,1000,6230,12796.0,6.25,0.09,2012,1230
WDC WD2000F9YZ,HDD,1800.0,998,6233,19199.2,4.16,0.13,2014,1231
Corsair CMFSSD-128GBG2D,SSD,119.2,990,6246,4079.2,19.42,0.43,2009,1232
Seagate ST33000650NS,HDD,2700.0,989,6247,3360.0,23.56,0.02,2013,1233
Seagate ST2000VX008,HDD,1800.0,988,6248,5118.4,15.44,0.04,2017,1234
OCZ AGILITY 64GB,SSD,59.6,987,6249,8796.0,8.98,1.84,2009,1235
Kingston SSDNow 64GB,SSD,59.5,986,6251,17990.4,4.38,3.78,2009,1236
Hitachi HDS721010DLE630,HDD,931.5,985,6254,8800.0,8.95,0.12,2011,1237
WDC WD20PURX,HDD,1800.0,983,6255,6400.0,12.29,0.04,2014,1238
WDC WD30EFRX,HDD,2700.0,982,6257,10959.2,7.16,0.05,2012,1239
WDC WD10SPSX,HDD,931.5,980,6259,4320.0,18.16,0.06,2020,1240
OCZ Vertex 64GB,SSD,59.6,977,6262,8079.2,9.67,1.69,2009,1241
Hitachi HTS727550A9E364,HDD,465.8,976,6264,4590.4,17.0,0.12,2011,1242
WDC WD20PURZ,HDD,1800.0,974,6265,6906.4,11.29,0.05,2017,1243
WDC WD30EZRZ,HDD,2700.0,973,6267,12287.2,6.34,0.06,2016,1244
Seagate ST2000VN000,HDD,1800.0,973,6269,19751.2,3.94,0.14,2013,1245
Transcend TS32GSSD370,SSD,29.8,973,6270,3359.2,23.17,1.41,2015,1246
Corsair CMFSSD-64GBG2D,SSD,59.6,971,6273,11526.4,6.74,2.42,2009,1247
Seagate ST2000VX003,HDD,1800.0,968,6277,9033.6,8.57,0.06,2015,1248
Seagate ST3000VN000,HDD,2700.0,966,6279,8639.2,8.95,0.04,2014,1249
Intel SSD 320 40GB 7mm,SSD,37.3,965,6280,6515.2,11.85,2.18,2013,1250
Seagate ST1000VM002,HDD,931.5,963,6284,1999.2,38.53,0.03,2013,1251
WDC WD5000LPSX,HDD,465.8,959,6292,2716.0,28.23,0.07,2021,1252
ADATA S596 Turbo,SSD,29.8,956,6296,20000.0,3.82,8.39,2010,1253
WDC WD2003FYYS,HDD,1800.0,955,6297,4716.8,16.2,0.03,2012,1254
WDC WD7500AZEX,HDD,698.6,953,6301,8325.6,9.16,0.15,2012,1255
TOSHIBA MK1002TSKB,HDD,931.5,952,6302,7920.0,9.62,0.11,2012,1256
HGST HTS725050B7E630,HDD,465.8,950,6306,1920.0,39.58,0.05,2017,1257
Corsair CMFSSD-256GBG2D,SSD,238.5,950,6307,5839.2,13.02,0.31,2009,1258
WDC WD20EZRZ,HDD,1800.0,950,6308,3599.2,21.11,0.02,2015,1259
WDC WD5000LPLX,HDD,465.8,948,6310,1919.2,39.53,0.05,2015,1260
WDC WD40PURX,HDD,3600.0,948,6311,10560.0,7.18,0.04,2014,1261
Seagate ST4000DX001,HDD,3600.0,946,6315,21599.2,3.5,0.07,2014,1262
SEAGATE ST3300656SS,HDD,279.4,946,6318,3196.0,23.68,0.14,2013,1263
SEAGATE ST3146356SS,HDD,136.7,944,6321,6873.6,10.99,0.63,2012,1264
WDC WD20EFRX,HDD,1800.0,938,6329,3904.8,19.22,0.03,2012,1265
Seagate ST2000LM003,HDD,1800.0,936,6332,9177.6,8.16,0.06,2014,1266
TOSHIBA DT01ABA100V,HDD,931.5,936,6334,2098.4,35.68,0.03,2013,1267
WDC WD10PURZ,HDD,931.5,932,6335,3599.2,20.73,0.05,2017,1268
Seagate ST2000DX002,HDD,1800.0,930,6338,10399.2,7.16,0.07,2016,1269
WDC WD10EFRX,HDD,931.5,929,6339,6356.0,11.69,0.09,2012,1270
HITACHI HUS154545VLS300,HDD,419.2,926,6342,2240.0,33.07,0.07,2012,1271
WDC WD10EZRX,HDD,931.5,926,6344,7199.2,10.28,0.1,2012,1272
WDC WD3000BLHX,HDD,279.5,924,6345,5600.0,13.2,0.25,2013,1273
Hitachi HDS723020BLA642,HDD,1800.0,922,6346,9599.2,7.69,0.07,2010,1274
Seagate ST1000NM0011,HDD,931.5,921,6348,3879.2,18.98,0.05,2011,1275
Seagate ST1000DX001,HDD,931.5,917,6351,13044.0,5.62,0.18,2015,1276
KINGSTON SV100S2256G,SSD,238.5,916,6352,32496.0,2.26,1.7,2010,1277
Seagate ST500NM0011,HDD,465.8,914,6353,3596.0,20.34,0.1,2012,1278
WDC WD10EZRZ,HDD,931.5,910,6358,77331.2,0.94,1.04,2015,1279
WDC WD3000HLHX,HDD,279.4,909,6360,6138.4,11.85,0.27,2011,1280
TOSHIBA MQ04ABF100,HDD,931.5,909,6361,2800.0,25.97,0.04,2017,1281
Seagate ST2000NM0011,HDD,1800.0,909,6362,4400.0,16.53,0.03,2012,1282
WDC WD5000AZRZ,HDD,465.8,909,6363,3759.2,19.34,0.1,2016,1283
Seagate ST2000DX001,HDD,1800.0,909,6365,8640.0,8.41,0.06,2013,1284
WDC WD40EZRX,HDD,3600.0,907,6368,20109.6,3.61,0.07,2014,1285
ADATA Permier SP600 32GB,SSD,29.8,905,6371,9132.8,7.93,3.83,2013,1286
Hitachi HUA723030ALA640,HDD,2700.0,903,6373,2832.0,25.52,0.01,2014,1287
WDC WD1502FAEX,HDD,1400.0,901,6376,15912.0,4.53,0.14,2011,1288
WDC WD1600HLHX,HDD,149.0,900,6377,1907.2,37.75,0.16,2012,1289
Seagate ST1000DX002,HDD,931.5,900,6381,10876.0,6.62,0.15,2016,1290
WDC WD2503ABYZ,HDD,232.9,897,6383,6337.6,11.32,0.34,2015,1291
HGST HTS541010A7E630,HDD,931.5,897,6386,6399.2,11.21,0.09,2014,1292
HGST HDS724040ALE640,HDD,3600.0,894,6393,11119.2,6.43,0.04,2013,1293
Seagate ST2000VM002,HDD,1800.0,892,6394,5535.2,12.89,0.04,2015,1294
WDC WD1003FBYZ,HDD,931.5,888,6400,3199.2,22.19,0.04,2014,1295
WDC WD2002FAEX,HDD,1800.0,883,6404,8728.0,8.09,0.06,2011,1296
Hitachi HDS723020ALA640,HDD,1800.0,880,6406,5599.2,12.57,0.04,2015,1297
SAMSUNG HD253GJ,HDD,232.8,874,6410,8400.0,8.33,0.45,2010,1298
Corsair CSSD-R60GB2,SSD,56.2,874,6411,15350.4,4.55,3.41,2010,1299
Hitachi HUA723020ALA641,HDD,1800.0,874,6413,5039.2,13.87,0.03,2014,1300
TOSHIBA MK2002TSKB,HDD,1800.0,873,6415,4568.8,15.29,0.03,2013,1301
SAMSUNG HD103SJ,HDD,931.5,872,6416,9600.0,7.27,0.13,2009,1302
WDC WD4500HLHX,HDD,419.1,872,6418,20711.2,3.37,0.62,2010,1303
Seagate ST500DM005,HDD,465.7,871,6421,5600.8,12.44,0.15,2012,1304
Seagate ST500LM021,HDD,465.8,871,6422,1599.2,43.56,0.04,2014,1305
Hitachi HDS721050DLE630,HDD,465.8,870,6423,7520.0,9.26,0.2,2012,1306
WDC WD40E31X,HDD,3600.0,867,6424,24730.4,2.8,0.09,2016,1307
WDC WD6000HLHX,HDD,558.9,867,6426,13599.2,5.1,0.3,2010,1308
WDC WD10EURX,HDD,931.5,867,6427,1999.2,34.69,0.03,2012,1309
WDC WD2001FASS,HDD,1800.0,865,6431,11440.0,6.05,0.08,2010,1310
SAMSUNG HE103SJ,HDD,931.5,863,6432,12636.0,5.46,0.17,2010,1311
WDC WD20EURS,HDD,1800.0,863,6433,10719.2,6.44,0.07,2011,1312
HGST HTE721010A9E630,HDD,931.5,861,6435,6236.0,11.05,0.08,2014,1313
WDC WD5003ABYZ,HDD,465.8,860,6436,2880.0,23.89,0.08,2014,1314
Hitachi HDS723015BLA642,HDD,1400.0,860,6437,5599.2,12.29,0.05,2011,1315
SAMSUNG HE253GJ,HDD,232.8,858,6438,10071.2,6.82,0.54,2013,1316
Patriot Torqx 2 64GB SSD,SSD,59.6,858,6439,12436.0,5.52,2.61,2011,1317
Seagate ST1000LM049,HDD,931.5,856,6442,4400.0,15.56,0.06,2017,1318
WDC WD1500HLHX,HDD,139.7,856,6443,7999.2,8.56,0.72,2011,1319
Seagate ST2000LM007,HDD,1800.0,853,6445,4639.2,14.7,0.03,2016,1320
WDC WD30EZRX,HDD,2700.0,852,6447,13843.2,4.92,0.06,2011,1321
SAMSUNG HD254GJ,HDD,232.6,851,6448,11040.0,6.17,0.59,2010,1322
OCZ Vertex Plus,SSD,55.9,851,6449,32928.0,2.07,7.36,2011,1323
SEAGATE ST3146855SS,HDD,136.7,849,6452,11919.2,5.7,1.09,2012,1324
WDC WD20EZRX,HDD,1800.0,849,6454,9599.2,7.08,0.07,2012,1325
SAMSUNG HD502HJ,HDD,465.8,844,6458,12099.2,5.58,0.32,2009,1326
WDC WD10PURX,HDD,931.5,844,6459,4360.0,15.49,0.06,2014,1327
WDC WD20EURX,HDD,1800.0,840,6470,3841.6,17.48,0.03,2013,1328
WDC WD1501FASS,HDD,100.0,839,6472,13599.2,4.94,1.7,2010,1329
WDC WD1003FBYX,HDD,931.5,837,6474,1976.8,33.86,0.03,2010,1330
WDC WD5000AZRX,HDD,465.8,837,6475,3900.0,17.16,0.1,2012,1331
TOSHIBA MQ01ACF050,HDD,465.8,836,6476,1200.0,55.73,0.03,2013,1332
SAMSUNG HD204UI,HDD,1800.0,835,6477,4232.0,15.79,0.03,2010,1333
WDC WD2503ABYX,HDD,233.7,835,6478,4051.2,16.49,0.22,2011,1334
WDC WD5003ABYX,HDD,465.8,835,6479,11430.4,5.84,0.31,2011,1335
WDC WD5000AURX,HDD,465.8,834,6480,4200.0,15.89,0.11,2017,1336
Corsair Nova 2 SSD,SSD,28.0,828,6488,5199.2,12.74,2.32,2012,1337
SEAGATE ST3300655SS,HDD,279.4,822,6498,4400.0,14.95,0.2,2013,1338
Hitachi HUA723020ALA640,HDD,1800.0,821,6500,6320.0,10.39,0.04,2013,1339
WDC WD1002FAEX,HDD,931.5,819,6504,8639.2,7.58,0.12,2010,1340
Seagate ST32000644NS,HDD,1800.0,818,6507,8000.0,8.18,0.06,2013,1341
HGST HUS724020ALE640,HDD,1800.0,818,6508,12817.6,5.11,0.09,2015,1342
TOSHIBA MQ01ABD100H,HDD,931.5,817,6509,3280.0,19.92,0.04,2013,1343
Hitachi HDS721075DLE630,HDD,698.5,816,6510,7199.2,9.07,0.13,2011,1344
WDC WD6000BLHX,HDD,558.9,814,6513,12000.0,5.43,0.27,2012,1345
Seagate ST3000DM007,HDD,2700.0,811,6514,9600.0,6.76,0.04,2019,1346
Seagate ST31000524NS,HDD,931.5,811,6516,3836.0,16.91,0.05,2010,1347
WDC WD7502AAEX,HDD,698.6,807,6520,13440.0,4.8,0.24,2011,1348
Corsair CSSD-V32GB2,SSD,29.7,807,6521,6207.2,10.4,2.61,2010,1349
Seagate ST500VM000,HDD,465.8,806,6522,1520.0,42.44,0.04,2019,1350
SAMSUNG MMCRE28G8MXP-0VB,SSD,119.2,806,6523,5200.0,12.4,0.55,2012,1351
WDC WD3000HLFS,HDD,279.5,806,6525,12791.2,5.04,0.57,2009,1352
WDC WD5000AZDX,HDD,465.8,805,6527,7900.0,8.15,0.21,2012,1353
Seagate ST2000DL004,HDD,1800.0,805,6528,3910.4,16.47,0.03,2012,1354
Hitachi HDS5C3020ALA632,HDD,1800.0,804,6530,6396.0,10.05,0.04,2011,1355
WDC WD15EZRX,HDD,1400.0,802,6532,6399.2,10.03,0.06,2013,1356
Hitachi HDS723030ALA640,HDD,97.6,801,6533,7920.0,8.09,1.01,2011,1357
WDC WD10SPCX,HDD,931.5,801,6534,4239.2,15.11,0.06,2013,1358
KINGSTON SV200S3256G,SSD,238.5,799,6535,14399.2,4.44,0.75,2011,1359
HITACHI HTS725050A7E630,HDD,465.8,799,6536,4400.0,14.52,0.12,2012,1360
WDC WD2500AAKX,HDD,232.9,797,6540,2031.2,31.39,0.11,2011,1361
TOSHIBA MQ01ABF050H,HDD,465.8,796,6543,5667.2,11.24,0.15,2013,1362
HGST HTS725050A7E630,HDD,465.8,793,6546,2316.0,27.4,0.06,2012,1363
Seagate ST5000DM000,HDD,4500.0,793,6547,8399.2,7.55,0.02,2015,1364
KINGSTON SV200S364G,HDD,59.5,792,6550,5598.4,11.31,1.18,2011,1365
HGST HTS721010A9E630,HDD,931.5,788,6556,11765.6,5.36,0.16,2012,1366
OCZ-SOLID2,SSD,119.2,787,6558,18572.0,3.39,1.95,2010,1367
WDC WD20NPVT,HDD,1800.0,784,6562,15999.2,3.92,0.11,2013,1368
WDC WD5000AAKX,HDD,465.8,780,6568,2030.4,30.72,0.05,2011,1369
Seagate ST1000DM005,HDD,931.5,776,6574,6799.2,9.13,0.09,2012,1370
WDC WD2500LPLX,HDD,232.9,776,6576,5359.2,11.58,0.29,2015,1371
KINGSTON SMS100S232G,SSD,29.8,774,6579,3958.4,15.64,1.66,2013,1372
WDC WD10JPLX,HDD,931.5,772,6582,5599.2,11.02,0.08,2016,1373
WDC WD800HLFS,HDD,74.4,771,6583,1716.0,35.94,0.29,2009,1374
WDC WD10EALS,HDD,931.5,771,6585,10399.2,5.93,0.14,2010,1375
WDC WD20SPZX,HDD,1800.0,768,6591,5599.2,10.97,0.04,2018,1376
WDC WD25EZRX,HDD,2300.0,767,6592,11920.0,5.15,0.06,2012,1377
Corsair CMFSSD-128D1,SSD,119.2,767,6593,3996.0,15.36,0.42,2009,1378
HGST HTS721050A9E630,HDD,465.8,766,6596,3996.0,15.34,0.11,2014,1379
Seagate ST3500514NS,HDD,465.8,766,6597,7996.0,7.66,0.21,2010,1380
HP Secure Hard,HDD,465.8,762,6606,85180.0,0.72,2.29,2016,1381
WDC WD7500BPKT,HDD,698.6,762,6607,2879.2,21.18,0.05,2011,1382
WDC WD3000BLFS,HDD,279.5,762,6610,9279.2,6.57,0.41,2009,1383
WDC WD1001FAES,HDD,931.5,762,6611,14320.0,4.25,0.19,2010,1384
WDC WD5002AALX,HDD,465.8,761,6613,13559.2,4.49,0.36,2011,1385
WDC WD10EALX,HDD,931.5,759,6620,5199.2,11.68,0.07,2011,1386
WDC WD10SPZX,HDD,931.5,757,6622,3599.2,16.84,0.05,2016,1387
Seagate ST2000DL001,HDD,1800.0,756,6623,12887.2,4.69,0.09,2012,1388
WDC WD7500BPKX,HDD,698.6,755,6624,6000.0,10.06,0.11,2013,1389
Seagate ST31000533CS,HDD,931.5,750,6630,7991.2,7.51,0.11,2013,1390
SEAGATE ST373455SS,HDD,68.4,750,6631,2396.0,25.04,0.44,2013,1391
Seagate ST2000DM005,HDD,1800.0,749,6632,5735.2,10.45,0.04,2018,1392
Seagate ST3500418AS,HDD,465.8,748,6634,3600.0,16.62,0.1,2009,1393
SAMSUNG MMCRE28G8MXP-0VBL1,HDD,108.3,748,6636,6693.6,8.94,0.77,2009,1394
Seagate ST33000651AS,HDD,1200.0,747,6637,18391.2,3.25,0.19,2011,1395
OCZ-VERTEX TURBO,SSD,119.1,746,6638,17020.8,3.51,1.79,2009,1396
WDC WD30EURS,HDD,2700.0,746,6639,7560.0,7.89,0.04,2012,1397
WDC WD3200AUDX,HDD,298.1,746,6640,3836.0,15.56,0.16,2012,1398
SAMSUNG HD163GJ,HDD,49.0,745,6641,5599.2,10.64,1.43,2011,1399
Hitachi HUA722010CLA331,HDD,931.5,745,6642,2399.2,24.84,0.03,2012,1400
WDC WD5000AUDX,HDD,465.8,744,6644,5199.2,11.45,0.14,2012,1401
TOSHIBA MQ01ABD,HDD,931.5,744,6645,5168.0,11.52,0.07,2013,1402
OCZ-ONYX,SSD,29.8,744,6646,2399.2,24.81,1.01,2010,1403
Seagate ST500DM002,HDD,465.8,743,6649,1480.0,40.14,0.04,2011,1404
Seagate ST500LM034,HDD,465.8,740,6655,4000.0,14.8,0.11,2018,1405
WDC WD25EZRS,HDD,2300.0,739,6656,4400.0,13.44,0.02,2013,1406
WDC WD5002ABYS,HDD,465.8,737,6661,1099.2,53.61,0.03,2009,1407
WDC WD1500HLFS,HDD,139.7,736,6662,5511.2,10.69,0.49,2010,1408
WDC WD1600HLFS,HDD,149.0,736,6663,3919.2,15.03,0.33,2009,1409
Hitachi HUA722010CLA330,HDD,931.4,735,6665,7200.0,8.17,0.1,2010,1410
SAMSUNG HD155UI,HDD,1400.0,735,6667,6399.2,9.19,0.06,2011,1411
Hitachi HDS721050CLA662,HDD,465.8,735,6668,2360.0,24.91,0.06,2011,1412
TOSHIBA MQ01ABF,HDD,465.8,734,6669,5520.0,10.64,0.15,2013,1413
Seagate ST3500413AS,HDD,465.8,733,6671,1600.0,36.64,0.04,2011,1414
Seagate ST4000DM004,HDD,3600.0,732,6672,6358.4,9.21,0.02,2017,1415
WDC WD6402AAEX,HDD,596.2,732,6674,4799.2,12.2,0.1,2010,1416
WDC WD2502ABYS,HDD,29.3,731,6675,2880.0,20.31,1.23,2009,1417
WDC WD2502ABYS,HDD,232.8,730,6678,2940.0,19.86,0.16,2013,1418
TOSHIBA MQ01ACF032,HDD,298.1,729,6679,1919.2,30.4,0.08,2013,1419
WDC WD7500AALX,HDD,698.6,729,6682,8319.2,7.01,0.15,2011,1420
Corsair CMFSSD-64D1,SSD,59.6,729,6683,6320.0,9.23,1.33,2009,1421
Seagate ST31000525SV,HDD,931.5,728,6685,7990.4,7.29,0.11,2009,1422
Seagate ST1000DL002,HDD,931.5,725,6689,4399.2,13.19,0.06,2011,1423
WDC WD740HLFS,HDD,69.2,725,6690,14316.0,4.05,2.59,2011,1424
WDC WD5000BPKT,HDD,465.8,724,6691,3839.2,15.09,0.1,2011,1425
TOSHIBA MQ01ABB200,HDD,1800.0,724,6692,18399.2,3.15,0.13,2016,1426
Seagate ST31000528AS,HDD,931.5,723,6696,7359.2,7.86,0.1,2009,1427
WDC WD10JUCT,HDD,931.5,721,6699,6639.2,8.69,0.09,2013,1428
Seagate ST32000641AS,HDD,1800.0,721,6700,7200.0,8.01,0.05,2009,1429
WDC WD1500BLFS,HDD,139.7,720,6702,7991.2,7.21,0.72,2009,1430
Seagate ST31000520AS,HDD,931.5,720,6704,19996.0,2.88,0.27,2009,1431
Seagate ST2000DL003,HDD,1800.0,720,6705,5360.0,10.74,0.04,2011,1432
WDC WD5000AAKS,HDD,465.8,720,6706,1599.2,35.99,0.04,2008,1433
Seagate ST250DM000,HDD,232.9,719,6707,6319.2,9.11,0.34,2011,1434
Hitachi HDS721010CLA632,HDD,931.5,718,6711,4400.0,13.06,0.06,2011,1435
Seagate ST500VT000,HDD,465.8,717,6712,5280.0,10.87,0.14,2015,1436
Patriot PS-100 64GB SSD,SSD,45.8,717,6713,7920.0,7.24,2.16,2010,1437
Seagate ST3250318AS,HDD,232.9,715,6719,2319.2,24.66,0.12,2009,1438
WDC WD1002FBYS,HDD,931.5,715,6720,15730.4,3.64,0.21,2009,1439
TOSHIBA MQ01ABD100M,HDD,931.5,713,6723,3919.2,14.55,0.05,2016,1440
WDC WD3200AAKX,HDD,298.1,713,6724,7439.2,7.67,0.31,2011,1441
WDC WD5000BPKX,HDD,465.8,712,6725,6048.0,9.42,0.16,2013,1442
Seagate ST2000DL001,HDD,292.9,712,6726,12487.2,4.56,0.53,2011,1443
Seagate ST9250610NS,HDD,232.9,712,6727,5455.2,10.44,0.29,2014,1444
TOSHIBA MQ01ABF050M,HDD,465.8,712,6728,5935.2,9.59,0.16,2017,1445
Hitachi HDS721050CLA362,HDD,465.8,710,6731,5596.0,10.15,0.15,2009,1446
WDC WD7501AALS,HDD,698.6,710,6735,9596.0,5.92,0.17,2009,1447
WDC WD10EARX,HDD,931.5,709,6737,9599.2,5.9,0.13,2011,1448
Hitachi HTS727575A9E364,HDD,698.6,708,6740,4388.8,12.91,0.08,2011,1449
Seagate ST91000640NS,HDD,931.5,707,6741,7996.0,7.07,0.11,2013,1450
Seagate ST31000524AS,HDD,931.5,706,6744,10088.8,5.6,0.14,2011,1451
Hitachi HDS5C3030ALA630,HDD,2700.0,703,6750,7920.0,7.1,0.04,2013,1452
WDC WD10JPCX,HDD,931.5,702,6753,4559.2,12.33,0.06,2013,1453
Seagate ST9500620NS,HDD,465.8,702,6755,1640.0,34.24,0.04,2013,1454
Hitachi HTS727564A9E364,HDD,596.2,700,6757,5860.0,9.56,0.12,2012,1455
Hitachi HDE721010SLA330,HDD,232.8,699,6760,3199.2,17.48,0.17,2009,1456
WDC WD5000LPCX,HDD,465.8,699,6761,1599.2,34.95,0.04,2013,1457
Seagate ST3750528AS,HDD,698.6,699,6762,3456.8,16.17,0.06,2009,1458
WDC WD10JPVX,HDD,931.5,697,6766,3519.2,15.84,0.05,2013,1459
Hitachi HUA722020ALA331,HDD,1800.0,695,6768,9000.0,6.18,0.06,2014,1460
TOSHIBA MQ01ABD100,HDD,931.5,695,6769,2799.2,19.87,0.04,2012,1461
